,ID_ISFS,FAMILY,GENUS,Scientific name,CH,crit_CH,JU,crit_JU,MP,crit_MP
976,146450,Poaceae,Elymus,Elymus athericus,NT,['B'],DD,,DD,
977,146460,Poaceae,Elymus,Elymus caninus,LC,,LC,,LC,
978,146530,Poaceae,Elymus,Elymus helveticus,DD,,-,,-,
979,146550,Poaceae,Elymus,Elymus hispidus,LC,,DD,,DD,
980,146560,Poaceae,Elymus,Elymus repens,LC,,LC,,LC,
981,146600,Cyperaceae,Elyna,Elyna myosuroides,LC,,-,,-,
982,146795,Ericaceae,Empetrum,Empetrum nigrum,LC,,EN,['B'],-,
983,146900,Ericaceae,Empetrum,Empetrum nigrum subsp. hermaphroditum,LC,,-,,-,
984,146800,Ericaceae,Empetrum,Empetrum nigrum subsp. nigrum,EN,['B'],EN,['B'],-,
985,147000,Ephedraceae,Ephedra,Ephedra helvetica,VU,"['C', 'D']",-,,-,
986,147300,Onagraceae,Epilobium,Epilobium alpestre,LC,,LC,,LC,
987,147500,Onagraceae,Epilobium,Epilobium alsinifolium,LC,,NT,['B'],-,
988,147600,Onagraceae,Epilobium,Epilobium anagallidifolium,LC,,EN,['D'],-,
989,147700,Onagraceae,Epilobium,Epilobium angustifolium,LC,,LC,,LC,
990,147900,Onagraceae,Epilobium,Epilobium collinum,LC,,DD,,LC,
991,148000,Onagraceae,Epilobium,Epilobium dodonaei,NT,['B'],NT,['B'],NT,['B']
992,148100,Onagraceae,Epilobium,Epilobium duriaei,VU,['D'],EN,['C'],-,
993,148200,Onagraceae,Epilobium,Epilobium fleischeri,LC,,-,,,
994,148300,Onagraceae,Epilobium,Epilobium hirsutum,LC,,LC,,LC,
995,148500,Onagraceae,Epilobium,Epilobium lanceolatum,CR,['C'],-,,CR(PE),
996,148600,Onagraceae,Epilobium,Epilobium montanum,LC,,LC,,LC,
997,148700,Onagraceae,Epilobium,Epilobium nutans,LC,,-,,-,
998,148800,Onagraceae,Epilobium,Epilobium obscurum,LC,,NT,['B'],LC,
999,148900,Onagraceae,Epilobium,Epilobium palustre,LC,,LC,,NT,['B']
1000,149000,Onagraceae,Epilobium,Epilobium parviflorum,LC,,LC,,LC,
1001,149100,Onagraceae,Epilobium,Epilobium roseum,LC,,LC,,LC,
1002,149195,Onagraceae,Epilobium,Epilobium tetragonum,LC,,LC,,LC,
1003,149300,Onagraceae,Epilobium,Epilobium tetragonum subsp. lamyi,LC,,LC,,LC,
1004,149200,Onagraceae,Epilobium,Epilobium tetragonum subsp. tetragonum,LC,,LC,,LC,
1005,149600,Orchidaceae,Epipactis,Epipactis atrorubens,LC,,LC,,NT,"['A', 'B']"
1006,149650,Orchidaceae,Epipactis,Epipactis distans,NT,['C'],DD,,DD,
1007,149655,Orchidaceae,Epipactis,Epipactis fageticola,VU,['D'],VU,['D'],VU,['D']
1008,149660,Orchidaceae,Epipactis,Epipactis helleborine,LC,,LC,,LC,
1009,149800,Orchidaceae,Epipactis,Epipactis helleborine aggr.,LC,,LC,,LC,
1010,150000,Orchidaceae,Epipactis,Epipactis leptochila,LC,,LC,,VU,['C']
1011,150100,Orchidaceae,Epipactis,Epipactis microphylla,NT,['B'],NT,['B'],VU,"['A', 'C', ' D1', ' D2']"
1012,150150,Orchidaceae,Epipactis,Epipactis muelleri,NT,['B'],NT,['B'],NT,['B']
1013,150300,Orchidaceae,Epipactis,Epipactis palustris,NT,['B'],NT,['B'],NT,['B']
1014,150350,Orchidaceae,Epipactis,Epipactis placentina,EN,['C'],-,,-,
1015,150400,Orchidaceae,Epipactis,Epipactis purpurata,LC,,LC,,LC,
1016,150450,Orchidaceae,Epipactis,Epipactis rhodanensis,VU,['C'],EN,"['B', 'C']",VU,['C']
1017,150500,Orchidaceae,Epipogium,Epipogium aphyllum,VU,['A'],EN,['C'],CR,['D']
1018,151650,Equisetaceae,Equisetum,Equisetum ×moorei,DD,,NE,,NE,
1019,151700,Equisetaceae,Equisetum,Equisetum ×trachyodon,VU,['B'],NE,,VU,['B']
1020,150600,Equisetaceae,Equisetum,Equisetum arvense,LC,,LC,,LC,
1021,150700,Equisetaceae,Equisetum,Equisetum fluviatile,LC,,LC,,LC,
1022,150800,Equisetaceae,Equisetum,Equisetum hyemale,LC,,LC,,LC,
1023,151100,Equisetaceae,Equisetum,Equisetum palustre,LC,,LC,,LC,
1024,151200,Equisetaceae,Equisetum,Equisetum pratense,LC,,-,,DD,
1025,151300,Equisetaceae,Equisetum,Equisetum ramosissimum,NT,['B'],NT,['B'],NT,['B']
1026,151400,Equisetaceae,Equisetum,Equisetum sylvaticum,LC,,LC,,NT,['B']
1027,151500,Equisetaceae,Equisetum,Equisetum telmateia,LC,,LC,,LC,
1028,151600,Equisetaceae,Equisetum,Equisetum variegatum,LC,,VU,['C'],VU,['A']
1029,151800,Poaceae,Eragrostis,Eragrostis cilianensis,LC,,DD,,LC,
1030,152000,Poaceae,Eragrostis,Eragrostis minor,LC,,LC,,LC,
1031,152100,Poaceae,Eragrostis,Eragrostis pilosa,LC,,LC,,LC,
1032,152200,Ranunculaceae,Eranthis,Eranthis hyemalis,LC,,LC,,LC,
1033,152400,Ericaceae,Erica,Erica carnea,LC,,-,,VU,['C']
1034,152700,Ericaceae,Erica,Erica vagans,RE,,-,,RE,
1035,153300,Asteraceae,Erigeron,Erigeron acris,LC,,LC,,LC,
1036,153350,Asteraceae,Erigeron,Erigeron acris subsp. acris,LC,,LC,,LC,
1037,153400,Asteraceae,Erigeron,Erigeron acris subsp. angulosus,LC,,-,,DD,
1038,153500,Asteraceae,Erigeron,Erigeron acris subsp. politus,LC,,-,,-,
1039,153600,Asteraceae,Erigeron,Erigeron alpinus,LC,,NT,['B'],-,
1040,154200,Asteraceae,Erigeron,Erigeron atticus,NT,['C'],-,,DD,
1041,154400,Asteraceae,Erigeron,Erigeron gaudinii,NT,['B'],-,,-,
1042,154500,Asteraceae,Erigeron,Erigeron glabratus,LC,,VU,['D'],-,
1043,154700,Asteraceae,Erigeron,Erigeron neglectus,LC,,-,,-,
1044,155000,Asteraceae,Erigeron,Erigeron uniflorus,LC,,-,,-,
1045,155100,Plantaginaceae,Erinus,Erinus alpinus,LC,,LC,,,
1046,155200,Cyperaceae,Eriophorum,Eriophorum angustifolium,LC,,LC,,NT,['B']
1047,155300,Cyperaceae,Eriophorum,Eriophorum gracile,EN,['B'],RE,,EN,['B']
1048,155400,Cyperaceae,Eriophorum,Eriophorum latifolium,LC,,LC,,NT,['B']
1049,155500,Cyperaceae,Eriophorum,Eriophorum scheuchzeri,LC,,-,,-,
1050,155600,Cyperaceae,Eriophorum,Eriophorum vaginatum,NT,['B'],NT,['B'],VU,['A']
1051,155700,Boraginaceae,Eritrichium,Eritrichium nanum,LC,,-,,-,
1052,156000,Geraniaceae,Erodium,Erodium cicutarium,LC,,LC,,LC,
1053,156500,Brassicaceae,Erophila,Erophila praecox,LC,,NE,,NE,
1054,156550,Brassicaceae,Erophila,Erophila spathulata,DD,,NE,,NE,
1055,156590,Brassicaceae,Erophila,Erophila verna,LC,,NE,,NE,
1056,156700,Brassicaceae,Erophila,Erophila verna aggr.,LC,,LC,,LC,
1057,157000,Brassicaceae,Erucastrum,Erucastrum gallicum,LC,,NT,['B'],LC,
1058,157100,Brassicaceae,Erucastrum,Erucastrum nasturtiifolium,LC,,NT,['B'],LC,
1059,157200,Apiaceae,Eryngium,Eryngium alpinum,VU,['C'],,,,
1060,157300,Apiaceae,Eryngium,Eryngium campestre,EN,['B'],EN,['B'],EN,['B']
1061,157400,Brassicaceae,Erysimum,Erysimum cheiranthoides,NT,['A'],NT,['A'],NT,['A']
1062,158200,Brassicaceae,Erysimum,Erysimum ochroleucum,VU,"['B', 'D']",VU,"['B', 'D']",RE,
1063,158500,Brassicaceae,Erysimum,Erysimum rhaeticum aggr.,LC,,-,,-,
1064,158700,Brassicaceae,Erysimum,Erysimum virgatum,VU,['C'],EN,['C'],CR,['C']
1065,158800,Liliaceae,Erythronium,Erythronium dens-canis,NT,['B'],,,VU,['D']
1066,159000,Celastraceae,Euonymus,Euonymus europaeus,LC,,LC,,LC,
1067,159100,Celastraceae,Euonymus,Euonymus latifolius,NT,"['A', 'C']",DD,,NT,"['A', 'C']"
1068,159300,Asteraceae,Eupatorium,Eupatorium cannabinum,LC,,LC,,LC,
1069,159400,Euphorbiaceae,Euphorbia,Euphorbia amygdaloides,LC,,LC,,LC,
1070,159600,Euphorbiaceae,Euphorbia,Euphorbia carniolica,VU,"['D', 'D']",-,,-,
1071,159800,Euphorbiaceae,Euphorbia,Euphorbia cyparissias,LC,,LC,,LC,
1072,159900,Euphorbiaceae,Euphorbia,Euphorbia dulcis,LC,,LC,,LC,
1073,159950,Euphorbiaceae,Euphorbia,Euphorbia esula,DD,,NE,,NE,
1074,160000,Euphorbiaceae,Euphorbia,Euphorbia exigua,NT,['B'],NT,['B'],NT,['B']
1075,160100,Euphorbiaceae,Euphorbia,Euphorbia falcata,EN,['A'],CR(PE),,EN,['A']
1076,160200,Euphorbiaceae,Euphorbia,Euphorbia helioscopia,LC,,LC,,LC,
1077,160800,Euphorbiaceae,Euphorbia,Euphorbia palustris,VU,['A'],VU,['A'],VU,['A']
1078,160900,Euphorbiaceae,Euphorbia,Euphorbia peplus,LC,,LC,,LC,
1079,161000,Euphorbiaceae,Euphorbia,Euphorbia platyphyllos,LC,,LC,,LC,
1080,161250,Euphorbiaceae,Euphorbia,Euphorbia seguieriana,LC,,-,,CR,['C']
1081,161600,Euphorbiaceae,Euphorbia,Euphorbia stricta,LC,,LC,,LC,
1082,161800,Euphorbiaceae,Euphorbia,Euphorbia verrucosa,LC,,LC,,NT,['A']
1083,162000,Orobanchaceae,Euphrasia,Euphrasia alpina,LC,,-,,-,
1084,162200,Orobanchaceae,Euphrasia,Euphrasia christii,NT,['A'],-,,-,
1085,162300,Orobanchaceae,Euphrasia,Euphrasia cisalpina,VU,['B'],-,,-,
1086,162500,Orobanchaceae,Euphrasia,Euphrasia hirtella,LC,,-,,-,
1087,162750,Orobanchaceae,Euphrasia,Euphrasia minima,LC,,VU,"['A', 'B']",DD,
1088,163000,Orobanchaceae,Euphrasia,Euphrasia nemorosa,NT,['B'],NT,['B'],DD,
1089,163100,Orobanchaceae,Euphrasia,Euphrasia pectinata,NT,['B'],-,,-,
1090,163150,Orobanchaceae,Euphrasia,Euphrasia picta,NT,['B'],DD,,VU,['B']
1091,163300,Orobanchaceae,Euphrasia,Euphrasia picta subsp. arguta,NT,['B'],-,,VU,['B']
1092,163200,Orobanchaceae,Euphrasia,Euphrasia picta subsp. picta,DD,,DD,,DD,
1093,163450,Orobanchaceae,Euphrasia,Euphrasia rostkoviana,LC,,LC,,NT,['B']
1094,163700,Orobanchaceae,Euphrasia,Euphrasia rostkoviana subsp. campestris,DD,,NE,,NE,
1095,163800,Orobanchaceae,Euphrasia,Euphrasia rostkoviana subsp. montana,LC,,NE,,NE,
1096,163500,Orobanchaceae,Euphrasia,Euphrasia rostkoviana subsp. rostkoviana,LC,,NE,,NE,
1097,163900,Orobanchaceae,Euphrasia,Euphrasia salisburgensis,LC,,LC,,LC,
1098,164000,Orobanchaceae,Euphrasia,Euphrasia stricta,NT,['B'],VU,"['A', 'B']",EN,"['A', 'B']"
1099,165000,Fagaceae,Fagus,Fagus sylvatica,LC,,LC,,LC,
1100,165100,Apiaceae,Falcaria,Falcaria vulgaris,CR,"['A', 'D']",CR,"['A', 'D']",CR,"['A', 'D']"
1101,165200,Polygonaceae,Fallopia,Fallopia convolvulus,LC,,LC,,LC,
1102,165300,Polygonaceae,Fallopia,Fallopia dumetorum,LC,,NT,['B'],NT,['B']
1103,165400,Poaceae,Festuca,Festuca acuminata,LC,,-,,-,
1104,165450,Poaceae,Festuca,Festuca airoides,LC,,-,,DD,
1105,165700,Poaceae,Festuca,Festuca alpina,LC,,-,,-,
1106,165800,Poaceae,Festuca,Festuca altissima,LC,,LC,,LC,
1107,165900,Poaceae,Festuca,Festuca amethystina,LC,,NT,['B'],VU,['C']
1108,166100,Poaceae,Festuca,Festuca arundinacea,LC,,LC,,LC,
1109,166550,Poaceae,Festuca,Festuca brevipila,LC,,NT,['B'],NT,['B']
1110,167250,Poaceae,Festuca,Festuca filiformis,LC,,EN,['C'],EN,['C']
1111,167400,Poaceae,Festuca,Festuca gigantea,LC,,LC,,LC,
1112,167500,Poaceae,Festuca,Festuca guestfalica,LC,,LC,,NT,['A']
1113,167600,Poaceae,Festuca,Festuca halleri,LC,,-,,-,
1114,167650,Poaceae,Festuca,Festuca halleri aggr.,LC,,-,,-,
1115,167770,Poaceae,Festuca,Festuca heteromalla,LC,,DD,,DD,
1116,167800,Poaceae,Festuca,Festuca heteropachys,DD,,DD,,DD,
1117,167900,Poaceae,Festuca,Festuca heterophylla,LC,,LC,,NT,['B']
1118,168000,Poaceae,Festuca,Festuca intercedens,LC,,-,,-,
1119,168170,Poaceae,Festuca,Festuca laevigata subsp. crassifolia,NT,['B'],NE,,-,
1120,168160,Poaceae,Festuca,Festuca laevigata subsp. laevigata,LC,,NT,['B'],DD,
1121,168180,Poaceae,Festuca,Festuca lemanii,DD,,NE,,NE,
1122,168250,Poaceae,Festuca,Festuca melanopsis,LC,,-,,-,
1123,168300,Poaceae,Festuca,Festuca nigrescens,LC,,LC,,DD,
1124,168400,Poaceae,Festuca,Festuca norica,NT,"['B', 'B']",-,,-,
1125,168500,Poaceae,Festuca,Festuca ovina,LC,,DD,,DD,
1126,168590,Poaceae,Festuca,Festuca ovina aggr.,LC,,LC,,NT,['A']
1127,168800,Poaceae,Festuca,Festuca pallens,NT,['B'],NT,['B'],VU,['B']
1128,169000,Poaceae,Festuca,Festuca paniculata,LC,,-,,-,
1129,169100,Poaceae,Festuca,Festuca pratensis,LC,,LC,,LC,
1130,169300,Poaceae,Festuca,Festuca pratensis subsp. apennina,LC,,-,,DD,
1131,169200,Poaceae,Festuca,Festuca pratensis subsp. pratensis,LC,,LC,,LC,
1132,169400,Poaceae,Festuca,Festuca pseudodura,DD,,-,,-,
1133,169600,Poaceae,Festuca,Festuca pulchella,LC,,NT,['D'],-,
1134,169800,Poaceae,Festuca,Festuca pulchella subsp. jurana,DD,,DD,,-,
1135,169700,Poaceae,Festuca,Festuca pulchella subsp. pulchella,LC,,-,,-,
1136,170000,Poaceae,Festuca,Festuca quadriflora,LC,,NT,['D'],-,
1137,170100,Poaceae,Festuca,Festuca rubra,LC,,LC,,LC,
1138,170200,Poaceae,Festuca,Festuca rubra aggr.,LC,,LC,,LC,
1139,170400,Poaceae,Festuca,Festuca rupicaprina,LC,,-,,-,
1140,170500,Poaceae,Festuca,Festuca rupicola,NT,"['B', 'B']",-,,VU,['C']
1141,170600,Poaceae,Festuca,Festuca scabriculmis,LC,,-,,-,
1142,170900,Poaceae,Festuca,Festuca stenantha,VU,['D'],-,,-,
1143,171300,Poaceae,Festuca,Festuca ticinensis,VU,['D'],-,,-,
1144,171500,Poaceae,Festuca,Festuca trichophylla,DD,,DD,,DD,
1145,171600,Poaceae,Festuca,Festuca valesiaca,LC,,-,,,
1146,171690,Poaceae,Festuca,Festuca valesiaca aggr.,LC,,NT,['A'],NT,['A']
1147,171800,Poaceae,Festuca,Festuca varia aggr.,LC,,-,,-,
1148,172000,Poaceae,Festuca,Festuca violacea,LC,,DD,,-,
1149,172100,Poaceae,Festuca,Festuca violacea aggr.,LC,,DD,,-,
1150,172200,Moraceae,Ficus,Ficus carica,LC,,,,,
1151,172300,Asteraceae,Filago,Filago arvensis,VU,['A'],CR,['A'],CR,['A']
1152,172400,Asteraceae,Filago,Filago gallica,RE,,RE,,RE,
1153,172600,Asteraceae,Filago,Filago lutescens,CR,['B'],RE,,RE,
1154,172700,Asteraceae,Filago,Filago minima,EN,['B'],RE,,RE,
1155,172800,Asteraceae,Filago,Filago pyramidata,CR,"['B', 'C', ' D']",RE,,CR,"['B', 'C', ' D']"
1156,172900,Asteraceae,Filago,Filago vulgaris,EN,['B'],CR,['B'],CR,['B']
1157,173100,Rosaceae,Filipendula,Filipendula ulmaria,LC,,LC,,LC,
1158,173200,Rosaceae,Filipendula,Filipendula vulgaris,VU,"['A', 'B']",EN,['A'],EN,['A']
1159,173300,Cyperaceae,Fimbristylis,Fimbristylis annua,RE,,-,,-,
1160,173500,Brassicaceae,Fourraea,Fourraea alpina,NT,['B'],EN,['C'],EN,['C']
1161,173700,Rosaceae,Fragaria,Fragaria moschata,VU,['C'],VU,['C'],VU,['C']
1162,173800,Rosaceae,Fragaria,Fragaria vesca,LC,,LC,,LC,
1163,173900,Rosaceae,Fragaria,Fragaria viridis,NT,"['A', 'B']",NT,"['A', 'B']",VU,['A']
1164,174000,Rhamnaceae,Frangula,Frangula alnus,LC,,LC,,LC,
1165,174200,Oleaceae,Fraxinus,Fraxinus excelsior,LC,,LC,,LC,
1166,174300,Oleaceae,Fraxinus,Fraxinus ornus,LC,,,,,
1167,174400,Liliaceae,Fritillaria,Fritillaria meleagris,EN,"['A', 'B', ' B2ab(iv)']",EN,"['A', 'B', ' B2ab(iv)']",,
1168,174600,Cistaceae,Fumana,Fumana ericoides,NT,"['B', 'C']",-,,-,
1169,174700,Cistaceae,Fumana,Fumana procumbens,LC,,VU,['A'],EN,['A']
1170,174800,Papaveraceae,Fumaria,Fumaria capreolata,NT,['B'],-,,,
1171,174900,Papaveraceae,Fumaria,Fumaria officinalis,LC,,LC,,LC,
1172,175000,Papaveraceae,Fumaria,Fumaria officinalis subsp. officinalis,LC,,LC,,LC,
1173,175100,Papaveraceae,Fumaria,Fumaria officinalis subsp. wirtgenii,NT,['B'],DD,,DD,
1174,175300,Papaveraceae,Fumaria,Fumaria schleicheri,VU,['A'],CR,"['A', 'B']",CR,"['A', 'B']"
1175,175400,Papaveraceae,Fumaria,Fumaria vaillantii,VU,"['C', 'C']",VU,"['A', 'C']",EN,['B']
1176,175620,Liliaceae,Gagea,Gagea fragifera,LC,,-,,-,
1177,175700,Liliaceae,Gagea,Gagea lutea,NT,['B'],NT,['B'],VU,['A']
1178,175800,Liliaceae,Gagea,Gagea minima,VU,['C'],-,,-,
1179,175900,Liliaceae,Gagea,Gagea pratensis,CR,['A'],CR,['A'],CR,['A']
1180,176000,Liliaceae,Gagea,Gagea saxatilis,VU,['D'],-,,-,
1181,176100,Liliaceae,Gagea,Gagea villosa,EN,"['C', 'C']",EN,['A'],EN,['A']
1182,176200,Amaryllidaceae,Galanthus,Galanthus nivalis,LC,,DD,,DD,
1183,176400,Lamiaceae,Galeopsis,Galeopsis angustifolia,LC,,LC,,LC,
1184,176500,Lamiaceae,Galeopsis,Galeopsis bifida,DD,,DD,,DD,
1185,176600,Lamiaceae,Galeopsis,Galeopsis ladanum,NT,['B'],VU,['B'],VU,['B']
1186,176800,Lamiaceae,Galeopsis,Galeopsis pubescens,NT,"['A', 'B']",,,,
1187,176900,Lamiaceae,Galeopsis,Galeopsis segetum,EN,['B'],CR,['B'],CR,['B']
1188,177000,Lamiaceae,Galeopsis,Galeopsis speciosa,VU,['A'],,,EN,"['A', 'C']"
1189,177100,Lamiaceae,Galeopsis,Galeopsis tetrahit,LC,,LC,,LC,
1190,177400,Rubiaceae,Galium,Galium album,LC,,LC,,LC,
1191,177500,Rubiaceae,Galium,Galium anisophyllon,LC,,LC,,LC,
1192,177600,Rubiaceae,Galium,Galium aparine,LC,,LC,,LC,
1193,177700,Rubiaceae,Galium,Galium aristatum,LC,,-,,-,
1194,178000,Rubiaceae,Galium,Galium boreale,LC,,NT,['A'],VU,['A']
1195,178200,Rubiaceae,Galium,Galium elongatum,NT,['B'],NT,['B'],NT,['B']
1196,178300,Rubiaceae,Galium,Galium glaucum,VU,"['A', 'A', ' C1']",EN,['C'],EN,['C']
1197,178600,Rubiaceae,Galium,Galium laevigatum,NT,['C'],-,,-,
1198,178700,Rubiaceae,Galium,Galium lucidum,LC,,VU,['B'],VU,['B']
1199,178800,Rubiaceae,Galium,Galium megalospermum,LC,,-,,-,
1200,178900,Rubiaceae,Galium,Galium mollugo,LC,,DD,,DD,
1201,179000,Rubiaceae,Galium,Galium mollugo aggr.,LC,,LC,,LC,
1202,179300,Rubiaceae,Galium,Galium odoratum,LC,,LC,,LC,
1203,179400,Rubiaceae,Galium,Galium palustre,LC,,LC,,LC,
1204,179500,Rubiaceae,Galium,Galium parisiense,NT,['B'],NT,['B'],NT,['B']
1205,179700,Rubiaceae,Galium,Galium pumilum,LC,,LC,,NT,['B']
1206,179900,Rubiaceae,Galium,Galium rotundifolium,LC,,LC,,LC,
1207,180050,Rubiaceae,Galium,Galium rubrum,LC,,-,,-,
1208,180200,Rubiaceae,Galium,Galium saxatile,EN,['B'],-,,CR,['B']
1209,180300,Rubiaceae,Galium,Galium spurium,VU,['A'],CR,['A'],CR,['A']
1210,180400,Rubiaceae,Galium,Galium sylvaticum,LC,,LC,,LC,
1211,180500,Rubiaceae,Galium,Galium tricornutum,EN,['B'],RE,,CR(PE),
1212,180600,Rubiaceae,Galium,Galium triflorum,VU,"['B', 'D']",-,,-,
1213,180700,Rubiaceae,Galium,Galium uliginosum,LC,,LC,,NT,['B']
1214,180900,Rubiaceae,Galium,Galium verum,LC,,LC,,LC,
1215,181000,Rubiaceae,Galium,Galium verum subsp. verum,LC,,LC,,LC,
1216,181100,Rubiaceae,Galium,Galium verum subsp. wirtgenii,NT,['B'],NT,['B'],NT,['B']
1217,181300,Poaceae,Gaudinia,Gaudinia fragilis,CR,['B'],CR,['B'],CR,['B']
1218,181600,Fabaceae,Genista,Genista germanica,LC,,VU,['A'],VU,['A']
1219,181700,Fabaceae,Genista,Genista pilosa,VU,['C'],VU,['C'],-,
1220,181800,Fabaceae,Genista,Genista radiata,NT,['D'],,,-,
1221,181900,Fabaceae,Genista,Genista sagittalis,LC,,LC,,NT,['B']
1222,182100,Fabaceae,Genista,Genista tinctoria,LC,,NT,['B'],NT,['A']
1223,182200,Gentianaceae,Gentiana,Gentiana acaulis,LC,,NT,['A'],-,
1224,182300,Gentianaceae,Gentiana,Gentiana alpina,NT,['B'],-,,-,
1225,182400,Gentianaceae,Gentiana,Gentiana amarella,EN,['C'],-,,-,
1226,182600,Gentianaceae,Gentiana,Gentiana anisodonta,EN,['C'],-,,-,
1227,182700,Gentianaceae,Gentiana,Gentiana asclepiadea,LC,,EN,['C'],NT,['A']
1228,182800,Gentianaceae,Gentiana,Gentiana aspera,NT,['B'],-,,-,
1229,182900,Gentianaceae,Gentiana,Gentiana bavarica,LC,,-,,-,
1230,182930,Gentianaceae,Gentiana,Gentiana bavarica subsp. bavarica,LC,,-,,-,
1231,182960,Gentianaceae,Gentiana,Gentiana bavarica subsp. subacaulis,LC,,-,,-,
1232,183000,Gentianaceae,Gentiana,Gentiana brachyphylla,LC,,-,,-,
1233,183100,Gentianaceae,Gentiana,Gentiana campestris,LC,,LC,,LC,
1234,183300,Gentianaceae,Gentiana,Gentiana campestris subsp. baltica,DD,,-,,DD,
1235,183200,Gentianaceae,Gentiana,Gentiana campestris subsp. campestris,LC,,LC,,VU,"['C', 'D']"
1236,183400,Gentianaceae,Gentiana,Gentiana ciliata,LC,,LC,,VU,['A']
1237,183500,Gentianaceae,Gentiana,Gentiana clusii,LC,,LC,,-,
1238,183600,Gentianaceae,Gentiana,Gentiana cruciata,VU,['B'],VU,['A'],EN,['A']
1239,183700,Gentianaceae,Gentiana,Gentiana engadinensis,NT,['B'],-,,-,
1240,183800,Gentianaceae,Gentiana,Gentiana germanica,VU,['A'],VU,['A'],EN,['A']
1241,183900,Gentianaceae,Gentiana,Gentiana insubrica,VU,"['B', 'C', ' D2']",-,,-,
1242,184100,Gentianaceae,Gentiana,Gentiana lutea,LC,,LC,,LC,
1243,184300,Gentianaceae,Gentiana,Gentiana nivalis,LC,,EN,['C'],-,
1244,184400,Gentianaceae,Gentiana,Gentiana orbicularis,LC,,-,,-,
1245,184500,Gentianaceae,Gentiana,Gentiana pannonica,VU,"['D', 'D']",-,,-,
1246,184600,Gentianaceae,Gentiana,Gentiana pneumonanthe,VU,"['A', 'B']",EN,['A'],VU,['A']
1247,184700,Gentianaceae,Gentiana,Gentiana prostrata,EN,"['C', 'C']",-,,-,
1248,184800,Gentianaceae,Gentiana,Gentiana punctata,LC,,-,,-,
1249,184900,Gentianaceae,Gentiana,Gentiana purpurea,LC,,-,,-,
1250,185000,Gentianaceae,Gentiana,Gentiana ramosa,LC,,-,,-,
1251,185100,Gentianaceae,Gentiana,Gentiana schleicheri,NT,['A'],-,,-,
1252,185200,Gentianaceae,Gentiana,Gentiana tenella,LC,,-,,-,
1253,185300,Gentianaceae,Gentiana,Gentiana utriculosa,NT,['B'],-,,EN,['A']
1254,185400,Gentianaceae,Gentiana,Gentiana verna,LC,,LC,,EN,"['A', 'C']"
1255,187000,Geraniaceae,Geranium,Geranium bohemicum,CR,['B'],-,,-,
1256,187100,Geraniaceae,Geranium,Geranium columbinum,LC,,LC,,LC,
1257,187200,Geraniaceae,Geranium,Geranium dissectum,LC,,LC,,LC,
1258,187300,Geraniaceae,Geranium,Geranium divaricatum,EN,['C'],-,,CR,"['B', 'C', ' D']"
1259,187500,Geraniaceae,Geranium,Geranium lucidum,NT,['D'],NT,['D'],NT,['D']
1260,187700,Geraniaceae,Geranium,Geranium molle,LC,,LC,,LC,
1261,187800,Geraniaceae,Geranium,Geranium nodosum,NT,['C'],VU,['D'],,
1262,187900,Geraniaceae,Geranium,Geranium palustre,NT,['B'],NT,['B'],NT,['B']
1263,188100,Geraniaceae,Geranium,Geranium phaeum subsp. lividum,LC,,-,,-,
1264,188300,Geraniaceae,Geranium,Geranium pratense,NT,['B'],NT,['B'],NT,['B']
1265,188500,Geraniaceae,Geranium,Geranium pusillum,LC,,LC,,LC,
1266,188600,Geraniaceae,Geranium,Geranium pyrenaicum,LC,,LC,,LC,
1267,188700,Geraniaceae,Geranium,Geranium rivulare,NT,"['A', 'B', ' B2b(iii)']",-,,-,
1268,188795,Geraniaceae,Geranium,Geranium robertianum,LC,,LC,,LC,
1269,188900,Geraniaceae,Geranium,Geranium robertianum subsp. purpureum,LC,,LC,,LC,
1270,188800,Geraniaceae,Geranium,Geranium robertianum subsp. robertianum,LC,,LC,,LC,
1271,189000,Geraniaceae,Geranium,Geranium rotundifolium,LC,,LC,,LC,
1272,189100,Geraniaceae,Geranium,Geranium sanguineum,LC,,LC,,NT,['B']
1273,189300,Geraniaceae,Geranium,Geranium sylvaticum,LC,,LC,,NT,['A']
1274,189400,Rosaceae,Geum,Geum montanum,LC,,-,,-,
1275,189500,Rosaceae,Geum,Geum reptans,LC,,-,,-,
1276,189600,Rosaceae,Geum,Geum rivale,LC,,LC,,LC,
1277,189700,Rosaceae,Geum,Geum urbanum,LC,,LC,,LC,
1278,189900,Iridaceae,Gladiolus,Gladiolus imbricatus,EN,"['B', 'C']",-,,-,
1279,190000,Iridaceae,Gladiolus,Gladiolus italicus,CR,"['B', 'C', ' D']",-,,RE,
1280,190100,Iridaceae,Gladiolus,Gladiolus palustris,EN,"['A', 'C']",-,,EN,"['A', 'C']"
1281,190400,Papaveraceae,Glaucium,Glaucium flavum,CR(PE),,CR(PE),,CR(PE),
1282,190500,Lamiaceae,Glechoma,Glechoma hederacea,LC,,LC,,LC,
1283,190600,Lamiaceae,Glechoma,Glechoma hederacea subsp. hederacea,LC,,LC,,LC,
1284,190700,Lamiaceae,Glechoma,Glechoma hederacea subsp. hirsuta,LC,,DD,,DD,
1285,190900,Plantaginaceae,Globularia,Globularia bisnagarica,LC,,NT,['A'],VU,['A']
1286,191000,Plantaginaceae,Globularia,Globularia cordifolia,LC,,LC,,-,
1287,191200,Plantaginaceae,Globularia,Globularia nudicaulis,LC,,-,,CR(PE),
